http://id.lincsproject.ca/cwrc#1st_West_India_Regiment_ORG,1st West India Regiment
http://id.lincsproject.ca/cwrc#2-way_Mirror_Theatre_Company_ORG,2-way Mirror Theatre Company
http://id.lincsproject.ca/cwrc#784_ORG,7:84
http://id.lincsproject.ca/cwrc#8th_Kings_Liverpool_Regiment_ORG,8th King's Liverpool Regiment
http://id.lincsproject.ca/cwrc#8th_Royal_Irish_Hussars_ORG,8th Royal Irish Hussars,8th King's Royal Irish Hussars,Eight Hussars
http://id.lincsproject.ca/cwrc#10-80_Committee_ORG,10-80 Committee
http://id.lincsproject.ca/cwrc#10th_Hussars_ORG,10th Hussars
http://id.lincsproject.ca/cwrc#14th_Sikhs_ORG,14th Sikhs
http://id.lincsproject.ca/cwrc#17th_Lancers_ORG,17th Lancers
http://id.lincsproject.ca/cwrc#18th_Royal_Irish_Regiment_ORG,18th Royal Irish Regiment
http://id.lincsproject.ca/cwrc#19th_Light_Dragoons_ORG,19th Light Dragoons
http://id.lincsproject.ca/cwrc#24_General_Hospital_ORG,24 General Hospital
http://id.lincsproject.ca/cwrc#48th_Street_Theatre_ORG,48th Street Theatre
http://id.lincsproject.ca/cwrc#91_Club_ORG,91 Club
http://id.lincsproject.ca/cwrc#202_Squadron_Royal_Air_Force_ORG,"202 Squadron,, Royal Air Force","202 Squadron, Royal Air Force"
http://id.lincsproject.ca/cwrc#300_Group_ORG,300 Group
http://id.lincsproject.ca/cwrc#1916_Veterans_Association_ORG,1916 Veterans' Association
http://id.lincsproject.ca/cwrc#1917_Club_ORG,1917 Club
http://id.lincsproject.ca/cwrc#1930_Players_ORG,1930 Players
http://id.lincsproject.ca/cwrc#A_and_C_Black_ORG,A. and C. Black
http://id.lincsproject.ca/cwrc#A_and_W_Galignani_and_Co_ORG,A. and W. Galignani and Co.
http://id.lincsproject.ca/cwrc#A_B_C_Society_ORG,A. B. C. Society
http://id.lincsproject.ca/cwrc#A_Brown_ORG,A. Brown
http://id.lincsproject.ca/cwrc#A_C_Armstrong_ORG,A. C. Armstrong
http://id.lincsproject.ca/cwrc#A_Donaldson_ORG,A. Donaldson
http://id.lincsproject.ca/cwrc#A_H_Robins_Company_ORG,A. H. Robins Company
http://id.lincsproject.ca/cwrc#A_H_Wheeler_ORG,A. H. Wheeler
http://id.lincsproject.ca/cwrc#A_J_Valpy_ORG,A. J. Valpy
http://id.lincsproject.ca/cwrc#A_K_Newman_ORG,A. K. Newman,Newman
http://id.lincsproject.ca/cwrc#A_L_Burt_ORG,A. L. Burt
http://id.lincsproject.ca/cwrc#A_M_Heath_ORG,A. M. Heath
http://id.lincsproject.ca/cwrc#A_Monnier_ORG,A. Monnier
http://id.lincsproject.ca/cwrc#A_P_Marsden_ORG,A. P. Marsden
http://id.lincsproject.ca/cwrc#A_P_Watt_ORG,A. P. Watt,A. P. Watt and Son
http://id.lincsproject.ca/cwrc#A_V_Roe_and_Company_ORG,A. V. Roe and Company
http://id.lincsproject.ca/cwrc#A_W_Penrose_and_Company_ORG,A. W. Penrose and Company
http://id.lincsproject.ca/cwrc#A19_ORG,A19
http://id.lincsproject.ca/cwrc#Abacus_ORG,Abacus
http://id.lincsproject.ca/cwrc#Abbey_Experimental_Theatre_Company_ORG,Abbey Experimental Theatre Company
http://id.lincsproject.ca/cwrc#Abbey_Players_ORG,Abbey Players
http://id.lincsproject.ca/cwrc#Abbey_School_Reading_ORG,"Abbey School,, Reading","Abbey School, Reading",The Abbey School
http://id.lincsproject.ca/cwrc#Abbey_School_Malvern_ORG,"Abbey School,, Malvern","Abbey School, Malvern",Malvern St James
http://id.lincsproject.ca/cwrc#Abbey_Theatre_ORG,Abbey Theatre,National Theatre of Ireland,Irish National Theatre
http://id.lincsproject.ca/cwrc#Abbey_Theatre_Company_ORG,Abbey Theatre Company
http://id.lincsproject.ca/cwrc#Abbot_Academy_ORG,Abbot Academy
http://id.lincsproject.ca/cwrc#ABC_ORG,ABC,Australian Broadcasting Corporation,Australian Broadcasting Commission
http://id.lincsproject.ca/cwrc#ABC_Bread_Factory_ORG,ABC Bread Factory
http://id.lincsproject.ca/cwrc#ABC_Teashop_ORG,ABC Teashop
http://id.lincsproject.ca/cwrc#Aberdare_Hall_ORG,Aberdare Hall
http://id.lincsproject.ca/cwrc#Aberdeen_College_of_Education_ORG,Aberdeen College of Education
http://id.lincsproject.ca/cwrc#Aberdeen_Musical_Society_ORG,Aberdeen Musical Society
http://id.lincsproject.ca/cwrc#Aberdeen_University_Press_ORG,Aberdeen University Press
http://id.lincsproject.ca/cwrc#Aberystwyth_University_ORG,Aberystwyth University,"University College of Wales, Aberystwyth"
http://id.lincsproject.ca/cwrc#Abolition_Fair_ORG,Abolition Fair
http://id.lincsproject.ca/cwrc#Abolitionist_Movement_ORG,Abolitionist Movement
http://id.lincsproject.ca/cwrc#Aborigines_Protection_Society_ORG,Aborigines Protection Society
http://id.lincsproject.ca/cwrc#Abortion_Law_Reform_Association_ORG,Abortion Law Reform Association
http://id.lincsproject.ca/cwrc#Absolute_ORG,Absolute
http://id.lincsproject.ca/cwrc#Academi_ORG,Academi
http://id.lincsproject.ca/cwrc#Academic_Assistance_Council_ORG,Academic Assistance Council
http://id.lincsproject.ca/cwrc#Académie_Carmen_ORG,Académie Carmen,Academie Carmen
http://id.lincsproject.ca/cwrc#Académie_Colarossi_ORG,Académie Colarossi,Academie Colarossi
http://id.lincsproject.ca/cwrc#Académie_de_Medicine_ORG,Académie de Medicine,Academie de Medicine
http://id.lincsproject.ca/cwrc#Académie_des_Beaux-Arts_ORG,Académie des Beaux-Arts,Academie des Beaux-Arts
http://id.lincsproject.ca/cwrc#Académie_des_Femmes_ORG,Académie des Femmes,Academie des Femmes
http://id.lincsproject.ca/cwrc#Académie_des_inscriptions_et_belles-lettres_ORG,Académie des inscriptions et belles-lettres,Academie des inscriptions et belles-lettres
http://id.lincsproject.ca/cwrc#Académie_des_Sciences_ORG,Académie des Sciences,Academie des Sciences
http://id.lincsproject.ca/cwrc#Académie_des_Sciences_Bulgaria_ORG,"Académie des Sciences,, Bulgaria","Académie des Sciences, Bulgaria","Academie des Sciences, Bulgaria"
http://id.lincsproject.ca/cwrc#Académie_Française_ORG,Académie Française,Academie Francaise,Franch Academy
http://id.lincsproject.ca/cwrc#Académie_Goncourt_ORG,Académie Goncourt,Academie Goncourt
http://id.lincsproject.ca/cwrc#Académie_Royale_de_Peinture_et_Sculpture_ORG,Académie Royale de Peinture et Sculpture,Academie Royale de Peinture et Sculpture
http://id.lincsproject.ca/cwrc#Academy_Awards_ORG,Academy Awards
http://id.lincsproject.ca/cwrc#Academy_Chicago_Publishers_ORG,Academy Chicago Publishers
http://id.lincsproject.ca/cwrc#Academy_of_American_Poets_ORG,Academy of American Poets
http://id.lincsproject.ca/cwrc#Academy_of_Arcadia_ORG,Academy of Arcadia,Accademia degli Arcadi
http://id.lincsproject.ca/cwrc#Academy_of_Arts_Sciences_and_Letters_Rouen_ORG,"Academy of Arts,, Sciences,, and Letters,, Rouen","Academy of Arts, Sciences, and Letters, Rouen"
http://id.lincsproject.ca/cwrc#Academy_of_Arts_Russia_ORG,"Academy of Arts,, Russia","Academy of Arts, Russia"
http://id.lincsproject.ca/cwrc#Academy_of_Choreographic_Art_ORG,Academy of Choreographic Art
http://id.lincsproject.ca/cwrc#Academy_of_Moral_and_Political_Sciences_ORG,Academy of Moral and Political Sciences
http://id.lincsproject.ca/cwrc#Academy_of_Music_Philadelphia_ORG,"Academy of Music,, Philadelphia","Academy of Music, Philadelphia",Academy of Music
http://id.lincsproject.ca/cwrc#Accueil_Franco-Americain_ORG,Accueil Franco-Americain
http://id.lincsproject.ca/cwrc#Ackermann_and_Company_ORG,Ackermann and Company
http://id.lincsproject.ca/cwrc#Ackland_Nursing_Home_ORG,Ackland Nursing Home
http://id.lincsproject.ca/cwrc#Ackworth_School_ORG,Ackworth School
http://id.lincsproject.ca/cwrc#Act_Inn_Theatre_Club_ORG,Act Inn Theatre Club
http://id.lincsproject.ca/cwrc#Actors_Association_ORG,Actors' Association
http://id.lincsproject.ca/cwrc#Actors_Company_Lincolns_Inn_Fields_ORG,"Actors' Company,, Lincoln's Inn Fields","Actors' Company, Lincoln's Inn Fields",Betterton's company
http://id.lincsproject.ca/cwrc#Actors_Cooperative_Society_ORG,Actors' Cooperative Society
http://id.lincsproject.ca/cwrc#Actors_Union_ORG,Actors' Union
http://id.lincsproject.ca/cwrc#Actresses_Franchise_League_ORG,Actresses' Franchise League
http://id.lincsproject.ca/cwrc#Ada_Initiative_ORG,Ada Initiative
http://id.lincsproject.ca/cwrc#Ada_Project_ORG,Ada Project
http://id.lincsproject.ca/cwrc#Adam_and_Charles_Black_ORG,Adam and Charles Black
http://id.lincsproject.ca/cwrc#Adam_Islip_ORG,Adam Islip
http://id.lincsproject.ca/cwrc#Adam_Matthew_Publications_ORG,Adam Matthew Publications
http://id.lincsproject.ca/cwrc#Adam_Stevenson_ORG,"Adam,, Stevenson","Adam, Stevenson"
http://id.lincsproject.ca/cwrc#Adams_and_Company_ORG,Adams and Company
http://id.lincsproject.ca/cwrc#Adams_Galleries_ORG,Adams Galleries
http://id.lincsproject.ca/cwrc#Addenbrookes_Hospital_ORG,Addenbrookes Hospital
http://id.lincsproject.ca/cwrc#Addey_ORG,Addey
http://id.lincsproject.ca/cwrc#Addiscombe_College_ORG,Addiscombe College
http://id.lincsproject.ca/cwrc#Addison_Wesley_Longman_ORG,Addison Wesley Longman,"Longman, Hurst, Rees, Orme and Brown","Longman, Green, Longman, Roberts and Green",Longman and Rees,"Longmans, Green and Company Limited","Longman, Hurst, Rees and Orme",T. N. Longman,Longmans,"Longman, Brown, Green and Longmans","Longmans, Green and Company","Longman, Hurst and Blackett",T. N. Longman and O. Rees,"Longman, Rees, and Wright","Longman, Rees, Orme, Brown, Green and Longmans","Longman, Rees, Orme, Brown and Green","Longman, Hurst, Rees, Orme, Brown and Green",T. Longman
http://id.lincsproject.ca/cwrc#Additional_Curates_Society_ORG,Additional Curates Society
http://id.lincsproject.ca/cwrc#Adelaide_Hospital_ORG,Adelaide Hospital
http://id.lincsproject.ca/cwrc#Adeline_Désir_Institut_ORG,Adeline Désir Institut,Adeline Desir Institut
http://id.lincsproject.ca/cwrc#Adelphi_Hotel_ORG,Adelphi Hotel
http://id.lincsproject.ca/cwrc#Adelphi_Theatre_ORG,Adelphi Theatre,"Theatre Royal, New Adelphi",Sans Pareil Theatre
http://id.lincsproject.ca/cwrc#Adelphi_Theatre_Sydney_ORG,"Adelphi Theatre, Sydney"
http://id.lincsproject.ca/cwrc#Administrative_Reform_Association_ORG,Administrative Reform Association
http://id.lincsproject.ca/cwrc#Admiralty_ORG,Admiralty
http://id.lincsproject.ca/cwrc#Adult_Basic_Education_Service_ORG,Adult Basic Education Service
http://id.lincsproject.ca/cwrc#Adult_Education_for_the_Forces_ORG,Adult Education for the Forces
http://id.lincsproject.ca/cwrc#Advanced_Research_Projects_Agency_ORG,Advanced Research Projects Agency,ARPA
http://id.lincsproject.ca/cwrc#Advisory_Board_for_English_ORG,Advisory Board for English
http://id.lincsproject.ca/cwrc#Advisory_Committee_of_the_Ministry_of_Health_ORG,Advisory Committee of the Ministry of Health
http://id.lincsproject.ca/cwrc#Advisory_Committee_on_Juvenile_Employment_ORG,Advisory Committee on Juvenile Employment
http://id.lincsproject.ca/cwrc#Advisory_Conciliation_and_Arbitration_Service_ORG,Advisory Conciliation and Arbitration Service,ACAS
http://id.lincsproject.ca/cwrc#Advisory_Council_of_the_Controller_of_Paper_ORG,Advisory Council of the Controller of Paper,Royal Commission on Paper
http://id.lincsproject.ca/cwrc#Advocates_Library_ORG,Advocates Library
http://id.lincsproject.ca/cwrc#Aeolian_Hall_ORG,Aeolian Hall
http://id.lincsproject.ca/cwrc#Aer_Lingus_ORG,Aer Lingus
http://id.lincsproject.ca/cwrc#Afghan_Relief_ORG,Afghan Relief
http://id.lincsproject.ca/cwrc#Africa_Centre_ORG,Africa Centre
http://id.lincsproject.ca/cwrc#African_Association_ORG,African Association
http://id.lincsproject.ca/cwrc#African_Institution_ORG,African Institution
http://id.lincsproject.ca/cwrc#African_Methodist_Episcopal_Church_ORG,African Methodist Episcopal Church,AME Church
